"","row","url","Latitude","Longitude","Address","PlugCount","PlugType","PlugPower","StationCount","AvailableCount","InUseCount","UnavailCount","ChargNetwork","DatePull"
"607",607,"https://www.plugshare.com/location/526387","['41.8628824879825']","['-72.4646023680489']","['80 Spring St, Vernon, CT 06066, USA ']","['2 Plugs']","['J-1772']","['19.2 kW']","['2 Stations']","['2']","['0']","['0']","['FLO']","Sat Jun 07 2025 11:37:03 GMT-0400 (Eastern Daylight Time)"
"608",608,"https://www.plugshare.com/location/810975","['41.342361']","['-73.079807']","['30 W Main St, Ansonia, CT 06401, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:26:55 GMT-0400 (Eastern Daylight Time)"
"609",609,"https://www.plugshare.com/location/592468","['41.124954879021075']","['-73.42387044180299']","['25 Grand St, Norwalk, CT 06851 ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['1']","['1']","['0']","['ChargePoint']","Sat Jun 07 2025 11:22:47 GMT-0400 (Eastern Daylight Time)"
"610",610,"https://www.plugshare.com/location/473555","['41.677559531983256']","['-72.6500083962245']","['35 Marshall Rd, Rocky Hill, CT 06067, USA ']","['2 Plugs']","['J-1772']","['13.3 kW']","['2 Stations']","['2']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 12:18:25 GMT-0400 (Eastern Daylight Time)"
"611",611,"https://www.plugshare.com/location/704311","['41.669526994014845']","['-72.86669964781571']","['50 Whiting St, Plainville, CT 06062 ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:56:29 GMT-0400 (Eastern Daylight Time)"
"612",612,"https://www.plugshare.com/location/603690","['41.786313']","['-72.624422']","['40 Columbus Cir, East Hartford, CT 06108, USA ']","['4 Plugs']","['J-1772']","['6.48 kW']","['2 Stations']","['4']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:31:05 GMT-0400 (Eastern Daylight Time)"
"613",613,"https://www.plugshare.com/location/739523","['41.64095']","['-73.32039']","['2 Bryan Hall Plaza, Washington Depot, CT 06794, USA ']","['2 Plugs']","['J-1772']","['9.6 kW']","['2 Stations']","['2']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:32:19 GMT-0400 (Eastern Daylight Time)"
"614",614,"https://www.plugshare.com/location/392796","['41.87069']","['-72.413238']","['165 Tolland Stage Rd, Tolland 06084 ']","['1 Plug']","['J-1772']","['6.48 kW']","['1 Station']","['1']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 12:28:08 GMT-0400 (Eastern Daylight Time)"
"615",615,"https://www.plugshare.com/location/732067","['41.76923']","['-72.67663']","['200 Church St, Hartford, CT 06103, USA ']","['6 Plugs']","['J-1772']","['16.6 kW']","['6 Stations']","['6']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:52:06 GMT-0400 (Eastern Daylight Time)"
"616",616,"https://www.plugshare.com/location/626436","['41.546134']","['-72.814179']","['Lourdes Court, Meriden, CT 06451, USA ']","['8 Plugs']","['J-1772']","['6.48 kW']","['4 Stations']","['8']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 12:31:06 GMT-0400 (Eastern Daylight Time)"
"617",617,"https://www.plugshare.com/location/638086","['41.29652572337984']","['-72.38550393492478']","['123 Elm St Ste 1500, Old Saybrook, CT 06475, USA ']","['10 Plugs']","['J-1772']","['13.3 kW']","['10 Stations']","['10']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:40:47 GMT-0400 (Eastern Daylight Time)"
"618",618,"https://www.plugshare.com/location/13598","['41.76602882434479']","['-72.6769923609958']","['185 Pearl St, Hartford, CT 06103 ']","['1 Plug']","['J-1772']","['12 kW']","['1 Station']","['0']","['0']","['1']","['ChargePoint']","Sat Jun 07 2025 11:39:08 GMT-0400 (Eastern Daylight Time)"
"619",619,"https://www.plugshare.com/location/426830","['41.570988']","['-72.047615']","['607 Norwich Ave, Taftville, CT 06380, USA ']","['6 Plugs']","['J-1772']","['7.2 kW']","['6 Stations']","['4']","['0']","['2']","['EV Connect']","Sat Jun 07 2025 11:20:26 GMT-0400 (Eastern Daylight Time)"
"620",620,"https://www.plugshare.com/location/642931","['41.8328']","['-72.9183']","['401 Albany Turnpike, Canton, CT 06019, USA ']","['2 Plugs']","['J-1772']","['9.6 kW']","['2 Stations']","['2']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:46:26 GMT-0400 (Eastern Daylight Time)"
"621",621,"https://www.plugshare.com/location/487287","['41.29272416241394']","['-73.49397767546421']","['105 Danbury Rd, Ridgefield, CT 06877, USA ']","['2 Plugs']","['J-1772']","['6.24 kW']","['1 Station']","['0']","['0']","['2']","['Blink']","Sat Jun 07 2025 12:36:31 GMT-0400 (Eastern Daylight Time)"
"622",622,"https://www.plugshare.com/location/544699","['41.167737827845556']","['-73.41773508102037']","['57 Danbury Rd, Wilton, CT 06897, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['1']","['1']","['0']","['ChargePoint']","Sat Jun 07 2025 11:33:37 GMT-0400 (Eastern Daylight Time)"
"623",623,"https://www.plugshare.com/location/570554","['41.316696536014234']","['-72.91949816071319']","['221 Whitney Ave, New Haven, CT 06511, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['1']","['1']","['0']","['ChargePoint']","Sat Jun 07 2025 12:30:48 GMT-0400 (Eastern Daylight Time)"
"624",624,"https://www.plugshare.com/location/133549","['41.821907']","['-72.500933']","['175 Hartford Turnpike, Vernon, CT 06066, USA ']","['2 Plugs']","['J-1772']","['15.36 kW']","['1 Station']","['1']","['1']","['0']","['ChargePoint']","Sat Jun 07 2025 12:36:12 GMT-0400 (Eastern Daylight Time)"
"625",625,"https://www.plugshare.com/location/818672","['41.546662']","['-72.892278']","['1625 Highland Ave, Cheshire, CT 06410, USA ']","['2 Plugs']","['J-1772']","['6.24 kW']","['2 Stations']","['2']","['0']","['0']","['FLO']","Sat Jun 07 2025 12:06:58 GMT-0400 (Eastern Daylight Time)"
"626",626,"https://www.plugshare.com/location/565224","['41.54520655016071']","['-72.95420435846039']","['60 Hazel Dr, Cheshire, CT 06410, USA ']","['12 Plugs']","['J-1772']","['9.984 - 13.312 kW']","['6 Stations']","['12']","['0']","['0']","['Blink']","Sat Jun 07 2025 12:06:29 GMT-0400 (Eastern Daylight Time)"
"627",627,"https://www.plugshare.com/location/570561","['41.310893']","['-72.922841']","['2 Whitney Ave, New Haven, CT 06510, USA ']","['4 Plugs']","['J-1772']","['6.48 kW']","['2 Stations']","['4']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:49:41 GMT-0400 (Eastern Daylight Time)"
"628",628,"https://www.plugshare.com/location/161957","['41.315086']","['-72.920255']","['155 Whitney Ave, New Haven, CT 06511, USA ']","['4 Plugs']","['J-1772']","['6.48 kW']","['2 Stations']","['4']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:34:51 GMT-0400 (Eastern Daylight Time)"
"629",629,"https://www.plugshare.com/location/643454","['41.77027']","['-72.56014']","['321 Olcott St, Manchester, CT 06040, USA ']","['8 Plugs']","['J-1772']","['9.6 kW']","['8 Stations']","['7']","['0']","['1']","['AmpUp']","Sat Jun 07 2025 11:32:25 GMT-0400 (Eastern Daylight Time)"
"630",630,"https://www.plugshare.com/location/160195","['41.763622']","['-72.652654']","['133 Pitkin St, East Hartford 06108 ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['0']","['0']","['2']","['ChargePoint']","Sat Jun 07 2025 12:07:40 GMT-0400 (Eastern Daylight Time)"
"631",631,"https://www.plugshare.com/location/592810","['41.281269']","['-72.682646']","['11 Water Street, Guilford, CT 06437, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['0']","['0']","['2']","['ChargePoint']","Sat Jun 07 2025 11:21:49 GMT-0400 (Eastern Daylight Time)"
"632",632,"https://www.plugshare.com/location/741895","['41.926301']","['-71.867645']","['157 Providence Pike, Putnam 06260 ']","['1 Plug']","['CCS1']","['23.92 kW']","['1 Station']","['1']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:57:47 GMT-0400 (Eastern Daylight Time)"
"633",633,"https://www.plugshare.com/location/568424","['41.355691']","['-72.095715']","[""92 Eugene O'Neill Dr, New London, CT 06320, USA ""]","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 12:20:07 GMT-0400 (Eastern Daylight Time)"
"634",634,"https://www.plugshare.com/location/518671","['41.773']","['-72.1919']","['134 Warrenville Rd, Mansfield, CT 06250, USA ']","['6 Plugs']","['J-1772']","['6.656 kW']","['6 Stations']","['5']","['0']","['0']","['SWTCH']","Sat Jun 07 2025 12:18:34 GMT-0400 (Eastern Daylight Time)"
"635",635,"https://www.plugshare.com/location/643545","['41.2960766199109']","['-72.68080935945511']","['374 State St, Guilford, CT 06437, USA ']","['2 Plugs']","['J-1772']","['11.5 kW']","['2 Stations']","['1']","['0']","['1']","['AmpUp']","Sat Jun 07 2025 11:52:31 GMT-0400 (Eastern Daylight Time)"
"636",636,"https://www.plugshare.com/location/556637","['41.7706784']","['-72.673137']","['1212 Main St, Hartford, CT 06120, USA ']","['4 Plugs']","['J-1772']","['6.24 - 11.52 kW']","['4 Stations']","['1']","['2']","['1']","['Blink']","Sat Jun 07 2025 11:49:49 GMT-0400 (Eastern Daylight Time)"
"637",637,"https://www.plugshare.com/location/570972","['41.722613804069844']","['-73.48567295819521']","['50 Schaghticoke Road, Kent 06757 ']","['6 Plugs']","['J-1772']","['6.48 kW']","['2 Stations']","['4']","['0']","['2']","['ChargePoint']","Sat Jun 07 2025 11:49:49 GMT-0400 (Eastern Daylight Time)"
"638",638,"https://www.plugshare.com/location/594098","['41.569065']","['-73.098915']","['832 Straits Turnpike, Watertown, CT 06795, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 12:13:39 GMT-0400 (Eastern Daylight Time)"
"639",639,"https://www.plugshare.com/location/637655","['41.03824']","['-73.66599']","['10 Glenville St, Greenwich, CT 06831, USA ']","['6 Plugs']","['J-1772']","['9.6 - 16.6 kW']","['6 Stations']","['5']","['0']","['1']","['AmpUp']","Sat Jun 07 2025 12:15:10 GMT-0400 (Eastern Daylight Time)"
"640",640,"https://www.plugshare.com/location/648160","['41.020488']","['-73.62149']","['1 Museum Dr, Greenwich, CT 06830, USA ']","['4 Plugs']","['J-1772']","['6.48 kW']","['2 Stations']","['1']","['3']","['0']","['ChargePoint']","Sat Jun 07 2025 11:59:20 GMT-0400 (Eastern Daylight Time)"
"641",641,"https://www.plugshare.com/location/99603","['41.956233']","['-72.292959']","['3 Buckley Hwy, Stafford Springs, CT 06076 ']","['1 Plug']","['J-1772']","['9.6 kW']","['1 Station']","['1']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 12:09:06 GMT-0400 (Eastern Daylight Time)"
"642",642,"https://www.plugshare.com/location/219397","['41.501712']","['-72.096495']","['607 W Thames St, Norwich 06360 ']","['4 Plugs']","['J-1772']","['6.48 kW']","['2 Stations']","['4']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 12:23:52 GMT-0400 (Eastern Daylight Time)"
"643",643,"https://www.plugshare.com/location/631353","['41.30068311759346']","['-72.93339718650819']","['280 Washington Ave, New Haven, CT 06519 ']","['4 Plugs']","['J-1772']","['6.48 kW']","['2 Stations']","['3']","['1']","['0']","['ChargePoint']","Sat Jun 07 2025 11:59:34 GMT-0400 (Eastern Daylight Time)"
"644",644,"https://www.plugshare.com/location/482078","['41.30077141566733']","['-72.75169702095896']","['12 Sycamore Way, Branford, CT 06405, USA ']","['4 Plugs']","['J-1772']","['11.5 kW']","['4 Stations']","['4']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:38:53 GMT-0400 (Eastern Daylight Time)"
"645",645,"https://www.plugshare.com/location/642474","['41.7282519489976']","['-72.18823857175828']","['143 Boston Post Road, Windham, CT 06256, USA ']","['2 Plugs']","['J-1772']","['33.2 kW']","['2 Stations']","['2']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:40:36 GMT-0400 (Eastern Daylight Time)"
"646",646,"https://www.plugshare.com/location/626319","['41.762167758262066']","['-72.67888772771894']","['120 Capitol Ave, Hartford, CT 06106, USA ']","['10 Plugs']","['J-1772']","['9.6 kW']","['10 Stations']","['10']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 12:30:36 GMT-0400 (Eastern Daylight Time)"
"647",647,"https://www.plugshare.com/location/604103","['41.777878']","['-72.673809']","['1660 Main Street, Hartford, CT 06120, USA ']","['6 Plugs']","['J-1772']","['6.24 kW']","['6 Stations']","['6']","['0']","['0']","['FLO']","Sat Jun 07 2025 12:07:42 GMT-0400 (Eastern Daylight Time)"
"648",648,"https://www.plugshare.com/location/715152","['41.6738']","['-72.94767']","['80 Meadow St, Bristol, CT 06010, USA ']","['8 Plugs']","['J-1772']","['11.5 kW']","['8 Stations']","['8']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 12:27:25 GMT-0400 (Eastern Daylight Time)"
"649",649,"https://www.plugshare.com/location/561151","['41.553935349388844']","['-72.68520819325408']","['966 Washington St, Middletown, CT 06457, USA ']","['2 Plugs']","['J-1772']","['7.68 kW']","['2 Stations']","['2']","['0']","['0']","['EvGateway']","Sat Jun 07 2025 11:33:21 GMT-0400 (Eastern Daylight Time)"
"650",650,"https://www.plugshare.com/location/594982","['41.78951899707677']","['-72.85997944464144']","['281 Country Club Rd, Avon, CT 06001, USA ']","['4 Plugs']","['J-1772']","['7.68 - 11.52 kW']","['1 Station']","['1']","['1']","['0']","['ChargePoint']","Sat Jun 07 2025 12:41:34 GMT-0400 (Eastern Daylight Time)"
"651",651,"https://www.plugshare.com/location/734193","['41.671361']","['-72.834179']","['414 New Britain Ave, Plainville, CT 06062 ']","['4 Plugs']","['J-1772']","['6.48 kW']","['2 Stations']","['4']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:48:48 GMT-0400 (Eastern Daylight Time)"
"652",652,"https://www.plugshare.com/location/595094","['41.12826745689804']","['-73.48502293871448']","['564 South Ave, New Canaan, CT 06840, USA ']","['4 Plugs']","['J-1772']","['13.3 kW']","['4 Stations']","['4']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 12:37:18 GMT-0400 (Eastern Daylight Time)"
"653",653,"https://www.plugshare.com/location/707113","['41.55103']","['-72.64256']","['200 Main Street Extension, Middletown 06457 ']","['2 Plugs']","['J-1772']","['11.5 kW']","['2 Stations']","['2']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:24:47 GMT-0400 (Eastern Daylight Time)"
"654",654,"https://www.plugshare.com/location/603707","['41.785536']","['-72.62373']","['25 Columbus Cir, East Hartford, CT 06108, USA ']","['4 Plugs']","['J-1772']","['6.48 kW']","['2 Stations']","['4']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:52:16 GMT-0400 (Eastern Daylight Time)"
"655",655,"https://www.plugshare.com/location/204460","['41.990804']","['-73.197971']","['19 Maple Ave, Norfolk, CT  06058, United States ']","['2 Plugs']","['J-1772']","['7.6 kW']","['2 Stations']","['2']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 12:02:29 GMT-0400 (Eastern Daylight Time)"
"656",656,"https://www.plugshare.com/location/89470","['41.903868']","['-72.467936']","['57 Main St, Ellington, CT 06029, USA ']","['2 Plugs']","['J-1772']","['9.6 kW']","['2 Stations']","['2']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:43:52 GMT-0400 (Eastern Daylight Time)"
"657",657,"https://www.plugshare.com/location/339152","['41.613932']","['-72.873019']","['505 N Main St, Southington, CT 06489, USA ']","['2 Plugs']","['J-1772']","['9.6 kW']","['2 Stations']","['2']","['0']","['0']","['Shell Recharge']","Sat Jun 07 2025 12:14:34 GMT-0400 (Eastern Daylight Time)"
"658",658,"https://www.plugshare.com/location/514955","['41.331335']","['-73.118311']","['1039 Howe Ave, Shelton, CT 06484, USA ']","['4 Plugs']","['J-1772']","['6.48 kW']","['2 Stations']","['4']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:17:36 GMT-0400 (Eastern Daylight Time)"
"659",659,"https://www.plugshare.com/location/712160","['41.74759536539864']","['-73.19298644878708']","['74 West St, Litchfield, CT 06759, USA ']","['2 Plugs']","['J-1772']","['12 kW']","['2 Stations']","['1']","['1']","['0']","['ChargePoint']","Sat Jun 07 2025 11:59:25 GMT-0400 (Eastern Daylight Time)"
"660",660,"https://www.plugshare.com/location/562178","['41.570102973379626']","['-72.63545846161227']","['131 Marlborough St, Portland, CT 06480 ']","['2 Plugs']","['J-1772']","['20 kW']","['2 Stations']","['2']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:59:29 GMT-0400 (Eastern Daylight Time)"
"661",661,"https://www.plugshare.com/location/563901","['41.26966436600075']","['-72.87167781285959']","['85A Hemingway Ave, East Haven, CT 06512 ']","['1 Plug', '1 Plug']","['CCS1', 'NACS (Tesla)']","['125 kW', '125 kW']","['1 Station', '1 Station']","['1', '1']","['0', '0']","['0', '0']","['ChargePoint', 'ChargePoint']","Sat Jun 07 2025 11:19:44 GMT-0400 (Eastern Daylight Time)"
"662",662,"https://www.plugshare.com/location/561124","['41.048673738897854']","['-73.55564720919266']","['429 W Main St, Stamford, CT 06902 ']","['3 Plugs']","['J-1772']","['7.68 - 7.7 kW']","['3 Stations']","['2']","['0']","['0']","['EvGateway']","Sat Jun 07 2025 11:24:48 GMT-0400 (Eastern Daylight Time)"
"663",663,"https://www.plugshare.com/location/736080","['41.878387942610885']","['-73.47777116823279']","['57 Main St, Sharon, CT 06069, USA ']","['8 Plugs']","['J-1772']","['6.48 kW']","['2 Stations']","['4']","['0']","['4']","['ChargePoint']","Sat Jun 07 2025 11:47:40 GMT-0400 (Eastern Daylight Time)"
"664",664,"https://www.plugshare.com/location/621952","['41.662424425588256']","['-72.78442862086678']","['41 Grand St, New Britain, CT 06052, USA ']","['2 Plugs']","['J-1772']","['11.52 kW']","['2 Stations']","['2']","['0']","['0']","['Red E']","Sat Jun 07 2025 12:37:01 GMT-0400 (Eastern Daylight Time)"
"665",665,"https://www.plugshare.com/location/745263","['41.706424']","['-72.592561']","['30 Oak St, Glastonbury, CT 06033, USA ']","['5 Plugs']","['J-1772']","['12 kW']","['5 Stations']","['5']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 12:27:34 GMT-0400 (Eastern Daylight Time)"
"666",666,"https://www.plugshare.com/location/603697","['41.785847']","['-72.622554']","['20 Columbus Cir, East Hartford, CT 06108, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:23:30 GMT-0400 (Eastern Daylight Time)"
"667",667,"https://www.plugshare.com/location/643536","['41.41504']","['-73.3112']","['45 Main St, Newtown, CT 06470, USA ']","['4 Plugs']","['J-1772']","['11.5 kW']","['4 Stations']","['4']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 12:41:28 GMT-0400 (Eastern Daylight Time)"
"668",668,"https://www.plugshare.com/location/37794","['41.353988']","['-72.211019']","['218 Flanders Rd, Niantic, CT 06357, USA ']","['5 Plugs']","['J-1772']","['12 kW']","['5 Stations']","['5']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 12:33:29 GMT-0400 (Eastern Daylight Time)"
