"","row","url","Latitude","Longitude","Address","PlugCount","PlugType","PlugPower","StationCount","AvailableCount","InUseCount","UnavailCount","ChargNetwork","DatePull"
"176",176,"https://www.plugshare.com/location/463441","['41.373512268066406']","['-72.07371520996094']","['421 CT-12, Groton 06340 ']","['1 Plug']","['J-1772']","['12 kW']","['1 Station']","['1']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:56:22 GMT-0400 (Eastern Daylight Time)"
"177",177,"https://www.plugshare.com/location/727303","['41.778621']","['-72.229682']","['205 Spring Hill Rd, Storrs, CT 06268, USA ']","['6 Plugs']","['J-1772']","['6.656 kW']","['6 Stations']","['5']","['0']","['0']","['SWTCH']","Sat Jun 07 2025 11:21:54 GMT-0400 (Eastern Daylight Time)"
"178",178,"https://www.plugshare.com/location/603811","['41.604397']","['-72.01747']","['1 Newent Rd, Lisbon, CT 06351, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 12:22:06 GMT-0400 (Eastern Daylight Time)"
"179",179,"https://www.plugshare.com/location/642459","['41.71088']","['-72.57751']","['256 Oakwood Drive, Glastonbury, CT 06033, USA ']","['4 Plugs']","['J-1772']","['9.6 kW']","['4 Stations']","['4']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:48:55 GMT-0400 (Eastern Daylight Time)"
"180",180,"https://www.plugshare.com/location/731635","['41.05424229033835']","['-73.5405784843691']","['101 Summer St, Stamford, CT 06901, USA ']","['8 Plugs']","['J-1772']","['8.64 kW']","['8 Stations']","['7']","['1']","['0']","['Blink']","Sat Jun 07 2025 11:52:05 GMT-0400 (Eastern Daylight Time)"
"181",181,"https://www.plugshare.com/location/604105","['41.776441']","['-72.67596']","['1570 Main Street, Hartford, CT 06120, USA ']","['4 Plugs']","['J-1772']","['6.24 kW']","['4 Stations']","['4']","['0']","['0']","['FLO']","Sat Jun 07 2025 12:25:19 GMT-0400 (Eastern Daylight Time)"
"182",182,"https://www.plugshare.com/location/637886","['41.39785']","['-73.45515']","['333 Main St, Danbury, CT 06810, USA ']","['2 Plugs']","['J-1772']","['16.6 kW']","['2 Stations']","['2']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:29:00 GMT-0400 (Eastern Daylight Time)"
"183",183,"https://www.plugshare.com/location/569751","['41.4283511']","['-73.4065045']","['1 Duracell Dr, Danbury, CT 06810, USA ']","['2 Plugs']","['J-1772']","['6.24 kW']","['2 Stations']","['0']","['0']","['2']","['Blink']","Sat Jun 07 2025 11:24:11 GMT-0400 (Eastern Daylight Time)"
"184",184,"https://www.plugshare.com/location/705108","['41.3839']","['-73.537974']","['50 Saw Mill Rd, Danbury, CT 06810, USA ']","['4 Plugs']","['J-1772']","['19.2 kW']","['4 Stations']","['4']","['0']","['0']","['EV Connect']","Sat Jun 07 2025 11:49:55 GMT-0400 (Eastern Daylight Time)"
"185",185,"https://www.plugshare.com/location/603754","['41.35231']","['-72.096685']","['205 Bank St, New London, CT 06320, USA ']","['4 Plugs']","['J-1772']","['6.48 kW']","['2 Stations']","['4']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:18:00 GMT-0400 (Eastern Daylight Time)"
"186",186,"https://www.plugshare.com/location/593599","['41.23052758903741']","['-73.22047511904908']","['5085 Main St, Trumbull, CT 06611, USA ']","['4 Plugs']","['J-1772']","['7.2 kW']","['4 Stations']","['3']","['1']","['0']","['OpConnect']","Sat Jun 07 2025 11:21:33 GMT-0400 (Eastern Daylight Time)"
"187",187,"https://www.plugshare.com/location/650394","['41.779251']","['-72.69788']","['351 Woodland St, Hartford, CT 06112 ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:24:54 GMT-0400 (Eastern Daylight Time)"
"188",188,"https://www.plugshare.com/location/763889","['41.777033']","['-72.674454']","['1590 Main St, Hartford 06120 ']","['2 Plugs']","['J-1772']","['6.24 - 7.2 kW']","['2 Stations']","['2']","['0']","['0']","['FLO']","Sat Jun 07 2025 11:36:47 GMT-0400 (Eastern Daylight Time)"
"189",189,"https://www.plugshare.com/location/818670","['41.291064']","['-72.423824']","['7 Custom Dr, Old Saybrook, CT 06475, USA ']","['4 Plugs']","['J-1772']","['6.24 kW']","['4 Stations']","['4']","['0']","['0']","['FLO']","Sat Jun 07 2025 12:39:41 GMT-0400 (Eastern Daylight Time)"
"190",190,"https://www.plugshare.com/location/460056","['41.853088']","['-72.81265']","['416 Hopmeadow St, Weatogue, CT 06089, USA ']","['1 Plug']","['J-1772']","['12 kW']","['1 Station']","['0']","['0']","['1']","['ChargePoint']","Sat Jun 07 2025 11:36:21 GMT-0400 (Eastern Daylight Time)"
"191",191,"https://www.plugshare.com/location/603700","['41.785697']","['-72.624913']","['44 Columbus Cir, East Hartford, CT 06108, USA ']","['4 Plugs']","['J-1772']","['6.48 kW']","['2 Stations']","['4']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:50:25 GMT-0400 (Eastern Daylight Time)"
"192",192,"https://www.plugshare.com/location/637944","['41.6641']","['-72.77981']","['14 Franklin Square, New Britain 06051 ']","['8 Plugs']","['J-1772']","['16.6 kW']","['8 Stations']","['8']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:25:16 GMT-0400 (Eastern Daylight Time)"
"193",193,"https://www.plugshare.com/location/543588","['41.09235570423741']","['-73.4147776991136']","['164 Water St, Norwalk, CT 06854, USA ']","['4 Plugs']","['J-1772']","['6.48 kW']","['2 Stations']","['1']","['3']","['0']","['ChargePoint']","Sat Jun 07 2025 11:50:56 GMT-0400 (Eastern Daylight Time)"
"194",194,"https://www.plugshare.com/location/50933","['41.711624']","['-72.608471']","['2327-2333 Main St, Glastonbury, CT 06033, USA ']","['4 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['1']","['1']","['2']","['ChargePoint']","Sat Jun 07 2025 11:22:53 GMT-0400 (Eastern Daylight Time)"
"195",195,"https://www.plugshare.com/location/631285","['41.31818164587109']","['-72.25451162086678']","['8 Douglas Ave, East Lyme, CT ']","['4 Plugs']","['J-1772']","['6.48 kW']","['2 Stations']","['4']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:47:07 GMT-0400 (Eastern Daylight Time)"
"196",196,"https://www.plugshare.com/location/190025","['41.575232']","['-72.501773']","['89 Main St, East Hampton, CT 06424, USA ']","['1 Plug']","['J-1772']","['6.24 kW']","['1 Station']","['0']","['0']","['1']","['Blink']","Sat Jun 07 2025 12:08:11 GMT-0400 (Eastern Daylight Time)"
"197",197,"https://www.plugshare.com/location/638988","['41.3040252239002']","['-72.93514533498764']","['20 York Street, New Haven 06510 ']","['4 Plugs']","['J-1772']","['20 kW']","['4 Stations']","['3']","['1']","['0']","['AmpUp']","Sat Jun 07 2025 12:28:34 GMT-0400 (Eastern Daylight Time)"
"198",198,"https://www.plugshare.com/location/487281","['41.293201579625745']","['-73.49206447920179']","['100B Danbury Road, Ridgefied CT 06877 ']","['2 Plugs']","['J-1772']","['10.4 kW']","['1 Station']","['2']","['0']","['0']","['Blink']","Sat Jun 07 2025 11:46:33 GMT-0400 (Eastern Daylight Time)"
"199",199,"https://www.plugshare.com/location/820919","['41.809556']","['-72.831304']","['5 W Main St, Avon, CT 06001, USA ']","['2 Plugs']","['CCS1']","['180 kW']","['1 Station']","['0']","['0']","['2']","['EV Connect']","Sat Jun 07 2025 11:55:32 GMT-0400 (Eastern Daylight Time)"
"200",200,"https://www.plugshare.com/location/603694","['41.785312']","['-72.622585']","['14 Columbus Cir, East Hartford, CT 06108, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:48:20 GMT-0400 (Eastern Daylight Time)"
"201",201,"https://www.plugshare.com/location/637949","['41.80136']","['-72.5428']","['1500 Horizon Way, Manchester, CT 06042, USA ']","['6 Plugs']","['J-1772']","['11.5 kW']","['6 Stations']","['5']","['0']","['1']","['AmpUp']","Sat Jun 07 2025 11:45:12 GMT-0400 (Eastern Daylight Time)"
"202",202,"https://www.plugshare.com/location/638071","['41.68144']","['-72.39028']","['148 East Street, Hebron 06248 ']","['5 Plugs']","['J-1772']","['13.3 - 20 kW']","['5 Stations']","['2']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:31:21 GMT-0400 (Eastern Daylight Time)"
"203",203,"https://www.plugshare.com/location/51266","['41.764823']","['-72.668691']","['250 Columbus Blvd, Hartford, CT 06103, USA ']","['6 Plugs']","['J-1772']","['20 kW']","['6 Stations']","['3']","['0']","['3']","['AmpUp']","Sat Jun 07 2025 11:43:16 GMT-0400 (Eastern Daylight Time)"
"204",204,"https://www.plugshare.com/location/638742","['41.79358461389189']","['-72.49362927116395']","['250 Vernon St, Manchester, CT 06042 ']","['4 Plugs']","['J-1772']","['9.6 kW']","['4 Stations']","['4']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:52:22 GMT-0400 (Eastern Daylight Time)"
"205",205,"https://www.plugshare.com/location/352259","['41.550913']","['-73.025612']","['495 Union St, Waterbury, CT 06706 ']","['2 Plugs']","['J-1772']","['9.6 kW']","['2 Stations']","['2']","['0']","['0']","['Shell Recharge']","Sat Jun 07 2025 12:30:30 GMT-0400 (Eastern Daylight Time)"
"206",206,"https://www.plugshare.com/location/603719","['41.7853']","['-72.623821']","['37 Columbus Cir, East Hartford, CT 06108, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:47:28 GMT-0400 (Eastern Daylight Time)"
"207",207,"https://www.plugshare.com/location/463405","['41.303914']","['-72.923604']","['270 State St, New Haven, CT 06510, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['0']","['0']","['2']","['ChargePoint']","Sat Jun 07 2025 11:54:44 GMT-0400 (Eastern Daylight Time)"
"208",208,"https://www.plugshare.com/location/638548","['41.67673298385951']","['-72.93607597553255']","['41 Brewster Rd, Bristol, CT 06010, USA ']","['2 Plugs']","['J-1772']","['11.5 kW']","['2 Stations']","['2']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:38:52 GMT-0400 (Eastern Daylight Time)"
"209",209,"https://www.plugshare.com/location/193549","['41.76966180833241']","['-72.65888604166412']","['700 Connecticut Blvd, East Hartford, CT 06108, USA ']","['2 Plugs', '2 Plugs']","['CCS1', 'CHAdeMO']","['125 kW', '125 kW']","['2 Stations', '2 Stations']","['2', '2']","['0', '0']","['0', '0']","['ChargePoint', 'ChargePoint']","Sat Jun 07 2025 12:21:20 GMT-0400 (Eastern Daylight Time)"
"210",210,"https://www.plugshare.com/location/132845","['41.400746832964366']","['-73.28476654232789']","['3 Primrose St, Newtown, CT 06470 ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:17:48 GMT-0400 (Eastern Daylight Time)"
"211",211,"https://www.plugshare.com/location/606371","['41.783422']","['-72.341262']","['100 Olsen Farm Road, Coventry, CT 06238, USA ']","['2 Plugs']","['J-1772']","['6.24 kW']","['2 Stations']","['2']","['0']","['0']","['FLO']","Sat Jun 07 2025 12:18:41 GMT-0400 (Eastern Daylight Time)"
"212",212,"https://www.plugshare.com/location/466648","['41.649998']","['-72.90075']","['1 ESPN Plaza, Bristol 06010 ']","['6 Plugs']","['J-1772']","['6.48 kW']","['2 Stations']","['2']","['2']","['0']","['ChargePoint']","Sat Jun 07 2025 12:04:24 GMT-0400 (Eastern Daylight Time)"
"213",213,"https://www.plugshare.com/location/462722","['41.050287']","['-73.537175']","['201 Tresser Blvd, Stamford 06901 ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:30:59 GMT-0400 (Eastern Daylight Time)"
"214",214,"https://www.plugshare.com/location/340796","['41.816706']","['-72.70958']","['19 Granby St, Bloomfield, CT 06002, USA ']","['2 Plugs']","['J-1772']","['21.6 kW']","['2 Stations']","['0']","['0']","['2']","['Blink']","Sat Jun 07 2025 11:25:48 GMT-0400 (Eastern Daylight Time)"
"215",215,"https://www.plugshare.com/location/622275","['41.682402']","['-72.949095']","['3 North St, Bristol, CT 06010, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:53:22 GMT-0400 (Eastern Daylight Time)"
"216",216,"https://www.plugshare.com/location/603688","['41.786015']","['-72.624827']","['42 Columbus Cir, East Hartford, CT 06108, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:52:26 GMT-0400 (Eastern Daylight Time)"
"217",217,"https://www.plugshare.com/location/638075","['41.88401']","['-72.79993']","['969 Hopmeadow Street, Simsbury 06070 ']","['4 Plugs']","['J-1772']","['13.3 kW']","['4 Stations']","['4']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:39:16 GMT-0400 (Eastern Daylight Time)"
"218",218,"https://www.plugshare.com/location/603722","['41.785254']","['-72.623842']","['57 Columbus Cir, East Hartford, CT 06108, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 12:13:18 GMT-0400 (Eastern Daylight Time)"
"219",219,"https://www.plugshare.com/location/618450","['41.696972']","['-72.90791']","['1097 Farmington Ave, Bristol 06010 ']","['1 Plug', '1 Plug']","['CCS1', 'CHAdeMO']","['62 kW', '62.5 kW']","['1 Station', '1 Station']","['0', '0']","['1', '1']","['0', '0']","['ChargePoint', 'ChargePoint']","Sat Jun 07 2025 11:19:34 GMT-0400 (Eastern Daylight Time)"
"220",220,"https://www.plugshare.com/location/201225","['41.138235']","['-73.317122']","['1372 Post Rd E, Westport, CT 06880, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['0']","['0']","['2']","['ChargePoint']","Sat Jun 07 2025 12:09:53 GMT-0400 (Eastern Daylight Time)"
"221",221,"https://www.plugshare.com/location/574552","['41.737217']","['-73.215435']","['439 Bantam Rd, Litchfield, CT 06759, USA ']","['6 Plugs', '6 Plugs']","['J-1772', 'CCS1']","['7.68 kW', '120 kW']","['3 Stations', '3 Stations']","['6', '6']","['0', '0']","['0', '0']","['ChargePoint', 'ChargePoint']","Sat Jun 07 2025 12:22:33 GMT-0400 (Eastern Daylight Time)"
"222",222,"https://www.plugshare.com/location/642917","['41.55893468383953']","['-72.113831468018']","['10 Connecticut Ave, Norwich, CT 06360 ']","['1 Plug']","['J-1772']","['33.2 kW']","['1 Station']","['1']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 12:00:43 GMT-0400 (Eastern Daylight Time)"
"223",223,"https://www.plugshare.com/location/712159","['41.72677917921089']","['-73.23703509185049']","['80 Doyle Rd, Bantam, CT 06750 ']","['2 Plugs']","['J-1772']","['12 kW']","['2 Stations']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 12:13:31 GMT-0400 (Eastern Daylight Time)"
"224",224,"https://www.plugshare.com/location/457187","['41.314722']","['-72.938331']","['150 Whalley Ave, New Haven, CT 06511, USA ']","['2 Plugs']","['J-1772']","['9.6 kW']","['2 Stations']","['0']","['2']","['0']","['Shell Recharge']","Sat Jun 07 2025 12:30:23 GMT-0400 (Eastern Daylight Time)"
"225",225,"https://www.plugshare.com/location/653290","['41.98422']","['-72.29021']","['210 East St, Stafford, CT 06076, USA ']","['1 Plug']","['J-1772']","['9.6 kW']","['1 Station']","['1']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:25:28 GMT-0400 (Eastern Daylight Time)"
"226",226,"https://www.plugshare.com/location/604099","['41.776086']","['-72.676279']","['1554 Main Street, Hartford, CT 06120, USA ']","['2 Plugs']","['J-1772']","['6.24 kW']","['2 Stations']","['2']","['0']","['0']","['FLO']","Sat Jun 07 2025 11:22:17 GMT-0400 (Eastern Daylight Time)"
"227",227,"https://www.plugshare.com/location/609224","['41.779386']","['-72.310402']","['1700 Main St, Coventry, CT 06238, USA ']","['2 Plugs']","['J-1772']","['6.24 kW']","['2 Stations']","['2']","['0']","['0']","['FLO']","Sat Jun 07 2025 11:44:59 GMT-0400 (Eastern Daylight Time)"
"228",228,"https://www.plugshare.com/location/475748","['41.927053']","['-71.8775195']","['60 Providence Pike, Putnam, CT 06260, USA ']","['2 Plugs']","['J-1772']","['9.6 kW']","['2 Stations']","['2']","['0']","['0']","['Shell Recharge']","Sat Jun 07 2025 11:29:05 GMT-0400 (Eastern Daylight Time)"
"229",229,"https://www.plugshare.com/location/564031","['41.736734']","['-72.685837']","['848 Maple Ave, Hartford, CT 06114, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:26:27 GMT-0400 (Eastern Daylight Time)"
"230",230,"https://www.plugshare.com/location/361500","['41.017926']","['-73.645251']","['500 West Putnam Avenue, Greenwich, CT 06830, USA ']","['2 Plugs']","['J-1772']","['6.24 kW']","['2 Stations']","['2']","['0']","['0']","['Blink']","Sat Jun 07 2025 12:02:09 GMT-0400 (Eastern Daylight Time)"
"231",231,"https://www.plugshare.com/location/10976","['41.145969']","['-73.49954']","['261 Elm St, New Canaan, CT 06840 ']","['4 Plugs']","['J-1772']","['33.2 kW']","['4 Stations']","['3']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 12:21:50 GMT-0400 (Eastern Daylight Time)"
"232",232,"https://www.plugshare.com/location/518675","['41.7999']","['-72.3029']","['50 Depot Rd, Mansfield, CT 06268, USA ']","['2 Plugs']","['J-1772']","['6.656 kW']","['2 Stations']","['1']","['0']","['0']","['SWTCH']","Sat Jun 07 2025 11:54:46 GMT-0400 (Eastern Daylight Time)"
"233",233,"https://www.plugshare.com/location/605820","['41.25735']","['-72.89295']","['450 Lighthouse Rd, New Haven, CT 06512, USA ']","['2 Plugs']","['J-1772']","['6.24 kW']","['2 Stations']","['1']","['1']","['0']","['FLO']","Sat Jun 07 2025 12:02:18 GMT-0400 (Eastern Daylight Time)"
"234",234,"https://www.plugshare.com/location/331027","['41.58392']","['-72.50516']","['11 E High St, East Hampton, CT 06424, USA ']","['2 Plugs']","['J-1772']","['9.6 kW']","['2 Stations']","['2']","['0']","['0']","['Shell Recharge']","Sat Jun 07 2025 12:24:06 GMT-0400 (Eastern Daylight Time)"
"235",235,"https://www.plugshare.com/location/619192","['41.296518']","['-72.609556']","['123 Rolling Meadow Rd, Madison, CT 06443 ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['1']","['1']","['0']","['ChargePoint']","Sat Jun 07 2025 12:33:31 GMT-0400 (Eastern Daylight Time)"
"236",236,"https://www.plugshare.com/location/439008","['41.550126']","['-72.649658']","['234 S Main St, Middletown, CT 06457, USA ']","['2 Plugs']","['J-1772']","['6.656 kW']","['2 Stations']","['1']","['1']","['0']","['ViaLynk']","Sat Jun 07 2025 12:00:33 GMT-0400 (Eastern Daylight Time)"
"237",237,"https://www.plugshare.com/location/638059","['41.71246']","['-72.86184']","['1536 New Britain Avenue, Farmington 06032 ']","['4 Plugs']","['J-1772']","['13.3 kW']","['4 Stations']","['4']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 12:05:10 GMT-0400 (Eastern Daylight Time)"
"238",238,"https://www.plugshare.com/location/638652","['41.48362']","['-73.21783']","['80 Heritage Rd, Southbury, CT 06488, USA ']","['2 Plugs']","['J-1772']","['13.3 kW']","['2 Stations']","['2']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 11:44:29 GMT-0400 (Eastern Daylight Time)"
"239",239,"https://www.plugshare.com/location/363560","['41.672621']","['-72.755086']","['975 Farmington Ave, New Britain, CT 06053, USA ']","['4 Plugs']","['J-1772']","['9.6 kW']","['4 Stations']","['4']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 12:04:00 GMT-0400 (Eastern Daylight Time)"
"240",240,"https://www.plugshare.com/location/569452","['41.86760173758485']","['-72.66555052631989']","['99 Lamberton Rd, Windsor, CT 06095 ']","['6 Plugs']","['J-1772']","['16.64 - 19.2 kW']","['3 Stations']","['4']","['0']","['2']","['Blink']","Sat Jun 07 2025 12:18:13 GMT-0400 (Eastern Daylight Time)"
"241",241,"https://www.plugshare.com/location/709132","['41.9286323']","['-73.4748381']","['211 Indian Mountain Rd, Lakeville, CT 06039 ']","['2 Plugs']","['J-1772']","['7.2 kW']","['2 Stations']","['2']","['0']","['0']","['EvGateway']","Sat Jun 07 2025 11:53:18 GMT-0400 (Eastern Daylight Time)"
"242",242,"https://www.plugshare.com/location/530038","['41.26904']","['-72.53134']","['34 Riverside Dr, Clinton, CT 06413, USA ']","['4 Plugs']","['J-1772']","['6.48 kW']","['2 Stations']","['4']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:43:35 GMT-0400 (Eastern Daylight Time)"
"243",243,"https://www.plugshare.com/location/11873","['41.784424']","['-72.74794']","['345 N Main St, West Hartford 06117 ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['1']","['1']","['0']","['ChargePoint']","Sat Jun 07 2025 12:06:36 GMT-0400 (Eastern Daylight Time)"
"244",244,"https://www.plugshare.com/location/602786","['41.93109409675498']","['-72.60311334099902']","['14 N Rd, East Windsor, CT 06088 ']","['2 Plugs', '2 Plugs']","['CCS1', 'CHAdeMO']","['62 kW', '62.5 kW']","['2 Stations', '2 Stations']","['1', '1']","['1', '1']","['0', '0']","['ChargePoint', 'ChargePoint']","Sat Jun 07 2025 11:25:23 GMT-0400 (Eastern Daylight Time)"
"245",245,"https://www.plugshare.com/location/7248","['41.140614']","['-73.256798']","['1451 Post Rd., Fairfield, CT, 06824 ']","['3 Plugs']","['J-1772']","['13.3 kW']","['3 Stations']","['2']","['0']","['1']","['AmpUp']","Sat Jun 07 2025 11:17:26 GMT-0400 (Eastern Daylight Time)"
"246",246,"https://www.plugshare.com/location/623245","['41.78121']","['-72.534559']","['240 Middle Turnpike W, Manchester, CT 06040 ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:46:40 GMT-0400 (Eastern Daylight Time)"
"247",247,"https://www.plugshare.com/location/622305","['41.569424']","['-73.098175']","['831 Straits Turnpike, Watertown, CT 06795 ']","['6 Plugs', '4 Plugs']","['J-1772', 'CCS1']","['7.68 kW', '80 - 120 kW']","['6 Stations', '2 Stations']","['6', '3']","['0', '1']","['0', '0']","['ChargePoint', 'ChargePoint']","Sat Jun 07 2025 11:19:37 GMT-0400 (Eastern Daylight Time)"
"248",248,"https://www.plugshare.com/location/722259","['41.70656881433168']","['-72.87475080125807']","['5 Spring Ln, Farmington, CT 06032, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:47:33 GMT-0400 (Eastern Daylight Time)"
"249",249,"https://www.plugshare.com/location/607372","['41.795154']","['-72.367566']","['3453 Main St, Coventry, CT 06238, USA ']","['2 Plugs']","['J-1772']","['6.24 kW']","['2 Stations']","['2']","['0']","['0']","['FLO']","Sat Jun 07 2025 11:44:00 GMT-0400 (Eastern Daylight Time)"
"250",250,"https://www.plugshare.com/location/486815","['41.120164']","['-73.31354']","['35 Beachside Ave, Westport, CT 06880, USA ']","['4 Plugs']","['J-1772']","['6.48 kW']","['2 Stations']","['0']","['4']","['0']","['ChargePoint']","Sat Jun 07 2025 12:38:10 GMT-0400 (Eastern Daylight Time)"
"251",251,"https://www.plugshare.com/location/637024","['41.04158997842362']","['-73.55850025396728']","['263 Selleck St, Stamford, CT 06902 ']","['2 Plugs', '2 Plugs']","['CCS1', 'CHAdeMO']","['125 kW', '125 kW']","['2 Stations', '2 Stations']","['1', '1']","['0', '0']","['0', '0']","['ChargePoint', 'ChargePoint']","Sat Jun 07 2025 11:37:13 GMT-0400 (Eastern Daylight Time)"
"252",252,"https://www.plugshare.com/location/593601","['41.23031710849461']","['-73.2207487043686']","['5085 Main St, Trumbull, CT 06611, USA ']","['4 Plugs']","['J-1772']","['7.68 kW']","['4 Stations']","['4']","['0']","['0']","['OpConnect']","Sat Jun 07 2025 12:10:40 GMT-0400 (Eastern Daylight Time)"
"253",253,"https://www.plugshare.com/location/513716","['41.288950869139285']","['-72.88619524232787']","['115 Peat Meadow Rd, New Haven, CT 06512, USA ']","['2 Plugs', '2 Plugs', '2 Plugs']","['J-1772', 'CCS1', 'CHAdeMO']","['12 kW', '62 kW', '62.5 kW']","['2 Stations', '2 Stations', '2 Stations']","['2', '2', '2']","['0', '0', '0']","['0', '0', '0']","['ChargePoint', 'ChargePoint', 'ChargePoint']","Sat Jun 07 2025 11:40:29 GMT-0400 (Eastern Daylight Time)"
"254",254,"https://www.plugshare.com/location/633796","['41.7889927']","['-72.8629759']","['412 W Avon Rd, Avon 06001-2511 ']","['4 Plugs']","['J-1772']","['7.68 kW']","['4 Stations']","['4']","['0']","['0']","['EvGateway']","Sat Jun 07 2025 12:12:20 GMT-0400 (Eastern Daylight Time)"
"255",255,"https://www.plugshare.com/location/120911","['41.38091']","['-73.536261']","['50 Saw Mill Rd, Danbury, CT 06810, USA ']","['1 Plug']","['J-1772']","['21.6 kW']","['1 Station']","['0']","['0']","['1']","['Blink']","Sat Jun 07 2025 12:35:24 GMT-0400 (Eastern Daylight Time)"
"256",256,"https://www.plugshare.com/location/501792","['41.14484']","['-73.428389']","['901 Main Ave, Norwalk, CT 06851, USA ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['1']","['1']","['0']","['ChargePoint']","Sat Jun 07 2025 11:50:10 GMT-0400 (Eastern Daylight Time)"
"257",257,"https://www.plugshare.com/location/482996","['41.348036']","['-72.101538']","['5 Shaws Cove, New London, CT 06320, USA ']","['2 Plugs']","['J-1772']","['6.24 kW']","['2 Stations']","['1']","['1']","['0']","['FLO']","Sat Jun 07 2025 11:46:12 GMT-0400 (Eastern Daylight Time)"
"258",258,"https://www.plugshare.com/location/478294","['41.0929674']","['-73.4339268']","['328 Flax Hill Rd, Norwalk, CT, 06854 ']","['2 Plugs']","['J-1772']","['20 kW']","['2 Stations']","['2']","['0']","['0']","['AmpUp']","Sat Jun 07 2025 12:18:34 GMT-0400 (Eastern Daylight Time)"
"259",259,"https://www.plugshare.com/location/603801","['41.333419']","['-73.099088']","['73 Chatfield St, Derby, CT 06418 ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['2']","['0']","['0']","['ChargePoint']","Sat Jun 07 2025 11:49:41 GMT-0400 (Eastern Daylight Time)"
"260",260,"https://www.plugshare.com/location/531387","['41.545972']","['-72.627775']","['430 Saybrook Rd, Middletown, CT 06457, USA ']","['4 Plugs']","['J-1772']","['6.48 kW']","['2 Stations']","['0']","['1']","['1']","['ChargePoint']","Sat Jun 07 2025 11:55:24 GMT-0400 (Eastern Daylight Time)"
"261",261,"https://www.plugshare.com/location/642882","['41.780297']","['-72.02273199999999']","['441 Providence Turnpike, Hampton, CT 06247, USA ']","['2 Plugs']","['J-1772']","['7.68 kW']","['2 Stations']","['2']","['0']","['0']","['EvGateway']","Sat Jun 07 2025 12:12:14 GMT-0400 (Eastern Daylight Time)"
"262",262,"https://www.plugshare.com/location/98955","['41.305921']","['-72.928629']","['213 Crown St, New Haven 06510 ']","['2 Plugs']","['J-1772']","['6.48 kW']","['1 Station']","['1']","['1']","['0']","['ChargePoint']","Sat Jun 07 2025 11:53:27 GMT-0400 (Eastern Daylight Time)"
